"{1: (1, 'x_1'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,1-1]) + cst",2
"{1: (1, '**0.5'), 2: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '+'), 6: (6, '/'), 7: (7, 'x_2'), 14: 0, 15: 0, 12: (12, 'x_1'), 13: (13, 'x_2')}","(cst + cst*((cst + cst*((cst + cst*(cst + cst*X[:,1-1]/(cst*X[:,2-1]) + cst))+(cst*X[:,2-1]) + cst)))**0.5)",12
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '**0.5'), 2: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, 'exp'), 6: 0, 12: 0, 13: 0, 7: (7, '*'), 14: (14, 'x_2'), 15: (15, 'x_2')}","(cst + cst*(cst*exp((cst + cst*(cst + cst*X[:,2-1]*(cst*X[:,2-1]) + cst))))**0.5)",9
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '-'), 2: (2, 'x_2'), 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '-'), 6: (6, '-'), 7: (7, '+'), 12: (12, 'x_2'), 13: (13, 'x_1'), 14: (14, 'cst'), 15: (15, 'x_2')}","(cst + cst*(cst + cst*X[:,2-1]-(cst + cst*((cst + cst*(cst + cst*X[:,2-1]-(cst*X[:,1-1]) + cst))-(cst + cst*(cst+(cst*X[:,2-1]) + cst))))))",17
"{1: (1, '/'), 2: (2, 'x_1'), 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '-'), 6: (6, 'x_1'), 12: 0, 13: 0, 7: (7, '*'), 14: (14, 'x_2'), 15: (15, 'x_1')}","(cst + cst*(cst + cst*X[:,1-1]/(cst + cst*(cst + cst*X[:,1-1]-(cst + cst*(cst + cst*X[:,2-1]*(cst*X[:,1-1]) + cst))))))",14
"{1: (1, 'x_1'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,1-1]) + cst",2
"{1: (1, '-'), 2: (2, 'x_2'), 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, 'x_1'), 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst + cst*(cst + cst*X[:,2-1]-(cst*X[:,1-1]) + cst))",6
"{1: (1, '**0.5'), 2: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '/'), 6: (6, 'x_2'), 12: 0, 13: 0, 7: (7, 'x_1'), 14: 0, 15: 0}","(cst + cst*((cst + cst*(cst + cst*X[:,2-1]/(cst*X[:,1-1]) + cst)))**0.5)",8
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '**0.5'), 2: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '+'), 6: (6, 'x_2'), 12: 0, 13: 0, 7: (7, 'x_2'), 14: 0, 15: 0}","(cst + cst*((cst + cst*(cst + cst*X[:,2-1]+(cst*X[:,2-1]) + cst)))**0.5)",8
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_1'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,1-1]) + cst",2
"{1: (1, 'x_1'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,1-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '-'), 2: (2, '+'), 3: (3, 'x_1'), 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0, 4: (4, 'x_1'), 8: 0, 9: 0, 5: (5, '+'), 10: (10, 'x_1'), 11: (11, 'x_2')}","(cst + cst*((cst + cst*(cst + cst*X[:,1-1]+(cst + cst*(cst + cst*X[:,1-1]+(cst*X[:,2-1]) + cst))))-(cst*X[:,1-1]) + cst))",14
"{1: (1, '+'), 2: (2, '+'), 3: (3, '/'), 4: (4, 'x_1'), 8: 0, 9: 0, 5: (5, 'x_1'), 10: 0, 11: 0, 6: (6, '-'), 7: (7, 'x_1'), 14: 0, 15: 0, 12: (12, 'x_1'), 13: (13, 'x_2')}","(cst + cst*((cst + cst*(cst + cst*X[:,1-1]+(cst*X[:,1-1]) + cst))+(cst + cst*((cst + cst*(cst + cst*X[:,1-1]-(cst*X[:,2-1]) + cst))/(cst*X[:,1-1]) + cst))))",18
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '-'), 2: (2, '*'), 3: (3, '-'), 4: (4, 'cst'), 8: 0, 9: 0, 5: (5, 'x_2'), 10: 0, 11: 0, 6: (6, '*'), 7: (7, 'x_2'), 14: 0, 15: 0, 12: (12, 'x_2'), 13: (13, 'x_2')}","(cst + cst*((cst + cst*(cst*(cst*X[:,2-1]) + cst))-(cst + cst*((cst + cst*(cst + cst*X[:,2-1]*(cst*X[:,2-1]) + cst))-(cst*X[:,2-1]) + cst))))",17
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '/'), 2: (2, 'x_1'), 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '-'), 6: (6, '+'), 7: (7, 'x_1'), 14: 0, 15: 0, 12: (12, 'x_1'), 13: (13, 'x_2')}","(cst + cst*(cst + cst*X[:,1-1]/(cst + cst*((cst + cst*(cst + cst*X[:,1-1]+(cst*X[:,2-1]) + cst))-(cst*X[:,1-1]) + cst))))",14
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_1'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,1-1]) + cst",2
"{1: (1, '+'), 2: (2, 'x_2'), 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '*'), 6: (6, 'x_2'), 12: 0, 13: 0, 7: (7, 'x_2'), 14: 0, 15: 0}","(cst + cst*(cst + cst*X[:,2-1]+(cst + cst*(cst + cst*X[:,2-1]*(cst*X[:,2-1]) + cst))))",10
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'exp'), 2: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, '*'), 6: (6, 'x_2'), 12: 0, 13: 0, 7: (7, '*'), 14: (14, 'x_1'), 15: (15, 'x_2')}","cst*exp((cst + cst*(cst + cst*X[:,2-1]*(cst + cst*(cst + cst*X[:,1-1]*(cst*X[:,2-1]) + cst)))))",11
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, '-'), 2: (2, 'exp'), 4: 0, 8: 0, 9: 0, 3: (3, 'x_2'), 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0, 5: (5, '-'), 10: (10, 'x_2'), 11: (11, 'x_1')}","(cst + cst*(cst*exp((cst + cst*(cst + cst*X[:,2-1]-(cst*X[:,1-1]) + cst)))-(cst*X[:,2-1]) + cst))",11
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_1'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,1-1]) + cst",2
"{1: (1, 'exp'), 2: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 3: (3, 'x_1'), 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","cst*exp((cst*X[:,1-1]) + cst)",3
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
"{1: (1, 'x_2'), 2: 0, 3: 0, 4: 0, 5: 0, 8: 0, 9: 0, 10: 0, 11: 0, 6: 0, 7: 0, 12: 0, 13: 0, 14: 0, 15: 0}","(cst*X[:,2-1]) + cst",2
